time,WILLR
2024-10-30,-97.7992
2024-10-29,-97.5864
2024-10-28,-99.1488
2024-10-25,-98.7601
2024-10-24,-89.4861
2024-10-23,-64.1667
2024-10-22,-57.7227
2024-10-21,-54.4052
2024-10-18,-41.8623
2024-10-17,-31.8440
2024-10-16,-20.4420
2024-10-15,-20.4432
2024-10-14,-4.2319
2024-10-11,-12.8295
2024-10-10,-14.0276
2024-10-09,-3.3939
2024-10-08,-5.3517
2024-10-07,-4.6327
2024-10-04,-0.7781
2024-10-03,-13.7368
2024-10-02,-32.0755
2024-10-01,-34.8331
2024-09-30,-22.2787
2024-09-27,-24.0203
2024-09-26,-4.1820
2024-09-25,-4.5639
2024-09-24,-1.2121
2024-09-23,-0.6761
2024-09-20,-6.5480
2024-09-19,-25.3781
2024-09-18,-19.9949
2024-09-17,-24.1477
2024-09-16,-3.9860
2024-09-13,-7.4885
2024-09-12,-7.2323
2024-09-11,-1.8211
2024-09-10,-7.0156
2024-09-09,-24.0796
2024-09-06,-45.0692
2024-09-05,-29.0657
2024-09-04,-5.7520
2024-09-03,-31.3582
2024-08-30,-0.4731
2024-08-29,-26.8765
2024-08-28,-21.5686
2024-08-27,-7.7278
2024-08-26,-3.9956
2024-08-23,-20.4038
2024-08-22,-21.9733
2024-08-21,-1.0044
2024-08-20,-1.6181
2024-08-19,-5.9007
2024-08-16,-4.0391
2024-08-15,-2.1410
2024-08-14,-5.9912
2024-08-13,-14.8660
2024-08-12,-26.8219
2024-08-09,-11.2238
2024-08-08,-15.2270
2024-08-07,-65.4671
2024-08-06,-65.4671
2024-08-05,-89.6194
2024-08-02,-53.2836
2024-08-01,-46.1216
2024-07-31,-28.7911
2024-07-30,-36.4780
2024-07-29,-33.2635
2024-07-26,-31.5164
2024-07-25,-24.0991
2024-07-24,-42.4125
2024-07-23,-35.7523
2024-07-22,-35.4194
2024-07-19,-41.4115
2024-07-18,-27.3840
2024-07-17,-3.5025
2024-07-16,-6.2451
2024-07-15,-17.5347
2024-07-12,-9.7579
2024-07-11,-12.6116
2024-07-10,-9.1687
2024-07-09,-25.7946
2024-07-08,-11.6137
2024-07-05,-30.3097
2024-07-03,-33.9122
2024-07-02,-11.5071
2024-07-01,-30.6563
2024-06-28,-49.0646
2024-06-27,-67.7646
2024-06-26,-58.6817
2024-06-25,-50.3000
2024-06-24,-29.6131
2024-06-21,-30.6748
2024-06-20,-4.8128
2024-06-18,-28.6996
2024-06-17,-34.5751
2024-06-14,-36.4653
2024-06-13,-37.4720
2024-06-12,-38.8143
2024-06-11,-25.5305
2024-06-10,-11.8971
2024-06-07,-23.5849
2024-06-06,-60.8550
2024-06-05,-67.7284
2024-06-04,-80.8885
2024-06-03,-85.3311
2024-05-31,-74.0964
2024-05-30,-87.5334
2024-05-29,-90.9189
2024-05-28,-64.5880
2024-05-24,-50.8909
2024-05-23,-52.4070
2024-05-22,-14.2700
2024-05-21,-16.5017
2024-05-20,-5.6075
2024-05-17,-12.2337
2024-05-16,-10.3938
2024-05-15,-4.0578
2024-05-14,-15.9562
2024-05-13,-13.3121
2024-05-10,-18.7325
2024-05-09,-30.3665
2024-05-08,-25.9410
2024-05-07,-73.4195
2024-05-06,-72.8468
2024-05-03,-85.9927
2024-05-02,-90.6165
2024-05-01,-99.3621
2024-04-30,-95.1621
2024-04-29,-91.1721
2024-04-26,-93.2631
2024-04-25,-85.1054
2024-04-24,-39.8585
2024-04-23,-64.2176
2024-04-22,-84.3863
2024-04-19,-87.2744
2024-04-18,-88.2671
2024-04-17,-82.0968
2024-04-16,-76.8548
2024-04-15,-97.0161
2024-04-12,-94.9547
2024-04-11,-84.8276
2024-04-10,-93.2990
2024-04-09,-59.9698
2024-04-08,-58.2492
2024-04-05,-69.6970
2024-04-04,-90.0498
2024-04-03,-48.2759
2024-04-02,-79.9373
2024-04-01,-75.7299
2024-03-28,-55.1095
2024-03-27,-75.1298
2024-03-26,-100.0000
2024-03-25,-99.6165
2024-03-22,-90.9487
2024-03-21,-79.3893
2024-03-20,-58.6517
2024-03-19,-65.6180
2024-03-18,-84.5372
2024-03-15,-70.0345
2024-03-14,-41.0714
2024-03-13,-17.1153
2024-03-12,-8.9571
2024-03-11,-43.4513
2024-03-08,-17.2564
2024-03-07,-13.5940
2024-03-06,-12.1605
2024-03-05,-13.1007
2024-03-04,-5.5321
2024-03-01,-7.3529
2024-02-29,-38.4314
2024-02-28,-35.7843
2024-02-27,-40.0000
2024-02-26,-47.2549
2024-02-23,-31.6667
2024-02-22,-46.4706
2024-02-21,-90.6863
2024-02-20,-69.2672
2024-02-16,-16.4682
2024-02-15,-5.0124
2024-02-14,-58.3698
2024-02-13,-56.2679
2024-02-12,-16.4923
2024-02-09,-21.0998
2024-02-08,-65.2316
2024-02-07,-92.1891
2024-02-06,-56.2083
2024-02-05,-55.2007
2024-02-02,-45.3469
2024-02-01,-36.0750
2024-01-31,-41.5568
2024-01-30,-28.3427
2024-01-29,-30.6340
2024-01-26,-27.4425
2024-01-25,-17.6728
2024-01-24,-6.1508
2024-01-23,-3.4137
2024-01-22,-9.7797
2024-01-19,-0.7237
2024-01-18,-9.8641
2024-01-17,-17.5138
2024-01-16,-3.0966
2024-01-12,-2.2236
2024-01-11,-32.0890
2024-01-10,-46.8626
2024-01-09,-65.1311
2024-01-08,-48.2923
2024-01-05,-91.1071
2024-01-04,-71.3978
2024-01-03,-87.7419
2024-01-02,-57.6344
2023-12-29,-13.5484
2023-12-28,-7.4561
2023-12-27,-27.6949
2023-12-26,-45.9618
2023-12-22,-61.6740
2023-12-21,-81.6446
2023-12-20,-98.7441
2023-12-19,-75.0392
2023-12-18,-56.5149
2023-12-15,-64.5212
2023-12-14,-41.1271
2023-12-13,-28.7831
2023-12-12,-15.7946
2023-12-11,-1.5927
2023-12-08,-10.3234
2023-12-07,-28.9741
2023-12-06,-28.2976
2023-12-05,-15.0862
2023-12-04,-16.1877
2023-12-01,-0.4854
2023-11-30,-0.6182
2023-11-29,-15.4712
2023-11-28,-6.8454
2023-11-27,-6.4314
2023-11-24,-5.9289
2023-11-22,-5.5156
2023-11-21,-8.1915
2023-11-20,-3.5106
2023-11-17,-7.4209
2023-11-16,-3.5936
2023-11-15,-6.3990
2023-11-14,-4.9703
2023-11-13,-13.0866
2023-11-10,-1.8324
2023-11-09,-17.5659
2023-11-08,-20.3704
2023-11-07,-3.4749
2023-11-06,-1.9355
2023-11-03,-4.3340
2023-11-02,-0.8014
2023-11-01,-10.4323
2023-10-31,-1.3498
2023-10-30,-23.4428
2023-10-27,-24.6886
2023-10-26,-7.6112
2023-10-25,-82.8612
2023-10-24,-74.2972
2023-10-23,-93.2406
2023-10-20,-88.0366
2023-10-19,-76.0732
2023-10-18,-48.4870
2023-10-17,-43.5609
2023-10-16,-81.7298
2023-10-13,-96.3071
2023-10-12,-57.1616
2023-10-11,-4.8620
2023-10-10,-40.6176
2023-10-09,-60.5183
2023-10-06,-69.0537
2023-10-05,-77.5029
2023-10-04,-84.8548
2023-10-03,-93.6688
2023-10-02,-90.3408
2023-09-29,-94.3993
2023-09-28,-88.2728
2023-09-27,-86.1356
2023-09-26,-97.5319
2023-09-25,-74.9653
2023-09-22,-69.0505
2023-09-21,-62.5855
2023-09-20,-28.8849
2023-09-19,-54.8544
2023-09-18,-99.2386
2023-09-15,-86.7435
2023-09-14,-51.5625
2023-09-13,-75.2734
2023-09-12,-79.8817
2023-09-11,-16.3588
2023-09-08,-24.0000
2023-09-07,-25.6055
2023-09-06,-12.6685
2023-09-05,-11.2987
2023-09-01,-2.2890
2023-08-31,-11.2645
2023-08-30,-0.8380
2023-08-29,-4.1547
2023-08-28,-10.3152
2023-08-25,-2.1016
2023-08-24,-19.5329
2023-08-23,-24.2739
2023-08-22,-66.6023
2023-08-21,-51.3514
2023-08-18,-68.1467
2023-08-17,-97.7169
2023-08-16,-98.1735
2023-08-15,-71.9170
2023-08-14,-68.7512
2023-08-11,-41.2961
2023-08-10,-38.3464
2023-08-09,-52.4166
2023-08-08,-8.9124
2023-08-07,-4.2897
2023-08-04,-25.3036
2023-08-03,-10.3217
2023-08-02,-5.4071
2023-08-01,-13.5422
2023-07-31,-4.1202
2023-07-28,-4.6083
2023-07-27,-3.9272
2023-07-26,-2.1661
2023-07-25,-1.2731
2023-07-24,-10.0710
2023-07-21,-16.0000
2023-07-20,-22.4928
2023-07-19,-19.7959
2023-07-18,-13.4091
2023-07-17,-28.8360
2023-07-14,-51.0582
2023-07-13,-37.3016
2023-07-12,-56.3348
2023-07-11,-14.0476
2023-07-10,-37.2378
2023-07-07,-50.4274
2023-07-06,-49.0598
2023-07-05,-18.5185
2023-07-03,-44.2236
2023-06-30,-55.0005
2023-06-29,-52.5707
2023-06-28,-74.9247
2023-06-27,-69.2876
2023-06-26,-79.0067
2023-06-23,-97.5702
2023-06-22,-94.4248
2023-06-21,-79.3928
2023-06-20,-46.2380
2023-06-16,-26.2090
2023-06-15,-6.0364
2023-06-14,-15.5157
2023-06-13,-5.3221
2023-06-12,-2.1834
2023-06-09,-8.6114
2023-06-08,-14.3118
2023-06-07,-0.6363
2023-06-06,-10.3851
2023-06-05,-10.9685
2023-06-02,-8.6313
2023-06-01,-6.3291
2023-05-31,-22.4231
2023-05-30,-7.7416
2023-05-26,-10.5191
2023-05-25,-29.1980
2023-05-24,-39.9297
2023-05-23,-10.6557
2023-05-22,-10.2067
2023-05-19,-13.3075
2023-05-18,-6.0403
2023-05-17,-2.4394
2023-05-16,-10.9769
2023-05-15,-29.8272
2023-05-12,-44.5986
2023-05-11,-85.4378
2023-05-10,-64.7716
2023-05-09,-80.4558
2023-05-08,-70.0803
2023-05-05,-65.5296
2023-05-04,-85.1885
2023-05-03,-97.5389
2023-05-02,-75.4864
2023-05-01,-76.1682
2023-04-28,-71.1838
2023-04-27,-62.4611
2023-04-26,-79.9065
2023-04-25,-79.2835
2023-04-24,-87.1658
2023-04-21,-92.1165
2023-04-20,-85.4795
2023-04-19,-86.0465
2023-04-18,-73.0711
2023-04-17,-72.4660
2023-04-14,-67.6248
2023-04-13,-71.2557
2023-04-12,-91.6667
2023-04-11,-57.4803
2023-04-10,-25.7329
2023-04-06,-21.6855
2023-04-05,-4.6953
2023-04-04,-10.0899
2023-04-03,-5.4945
2023-03-31,-4.3919
2023-03-30,-25.4505
2023-03-29,-7.5919
2023-03-28,-10.7080
2023-03-27,-11.0591
2023-03-24,-44.7531
2023-03-23,-74.3827
2023-03-22,-65.6891
2023-03-21,-30.8677
2023-03-20,-51.4351
2023-03-17,-78.3607
2023-03-16,-67.3224
2023-03-15,-82.8415
2023-03-14,-81.0705
2023-03-13,-87.8536
2023-03-10,-95.2522
2023-03-09,-96.9440
2023-03-08,-88.3237
2023-03-07,-87.3832
2023-03-06,-62.8464
2023-03-03,-75.4765
2023-03-02,-85.2250
2023-03-01,-94.8306
2023-02-28,-94.7494
2023-02-27,-80.8910
2023-02-24,-79.9531
2023-02-23,-77.3740
2023-02-22,-90.4225
2023-02-21,-99.1274
2023-02-17,-51.7645
2023-02-16,-52.2014
2023-02-15,-21.6232
2023-02-14,-22.2282
2023-02-13,-0.6443
2023-02-10,-3.7051
2023-02-09,-43.5326
2023-02-08,-41.8647
2023-02-07,-63.0620
2023-02-06,-66.0302
2023-02-03,-59.3520
2023-02-02,-64.7521
2023-02-01,-77.5160
2023-01-31,-85.0402
2023-01-30,-83.6620
2023-01-27,-90.0704
2023-01-26,-89.6479
2023-01-25,-82.0972
2023-01-24,-76.5814
2023-01-23,-71.6016
2023-01-20,-80.4845
2023-01-19,-88.2907
2023-01-18,-94.4212
2023-01-17,-27.7545
2023-01-13,-10.6796
2023-01-12,-15.3953
2023-01-11,-4.4408
2023-01-10,-11.1296
2023-01-09,-31.8937
2023-01-06,-9.7691
2023-01-05,-50.1502
2023-01-04,-19.2417
2023-01-03,-26.1238
2022-12-30,-37.3198
2022-12-29,-67.2041
2022-12-28,-80.8019
2022-12-27,-67.3743
2022-12-23,-72.1823
2022-12-22,-76.9903
2022-12-21,-69.1227
2022-12-20,-74.4927
2022-12-19,-89.5411
2022-12-16,-91.6433
2022-12-15,-93.2932
2022-12-14,-48.4104
2022-12-13,-35.0133
2022-12-12,-18.4332
2022-12-09,-68.2028
2022-12-08,-51.3825
2022-12-07,-66.5971
2022-12-06,-61.7954
2022-12-05,-63.6743
2022-12-02,-37.3695
2022-12-01,-18.0305
2022-11-30,-21.6366
2022-11-29,-46.9267
2022-11-28,-50.5910
2022-11-25,-22.0000
2022-11-23,-14.0509
2022-11-22,-2.0145
2022-11-21,-14.3360
2022-11-18,-4.9926
2022-11-17,-0.7009
2022-11-16,-11.9072
2022-11-15,-13.2134
2022-11-14,-13.7228
2022-11-11,-8.1703
2022-11-10,-1.5573
2022-11-09,-27.1552
2022-11-08,-10.9606
2022-11-07,-20.6313
2022-11-04,-31.1047
2022-11-03,-45.3100
2022-11-02,-22.2370
2022-11-01,-3.9202
2022-10-31,-3.3536
2022-10-28,-2.0165
2022-10-27,-9.8430
2022-10-26,-4.1982
2022-10-25,-2.0839
2022-10-24,-2.3911
2022-10-21,-6.1765
2022-10-20,-4.9199
2022-10-19,-28.6007
2022-10-18,-32.2492
2022-10-17,-45.2588
2022-10-14,-58.8181
2022-10-13,-42.7852
2022-10-12,-93.3824
2022-10-11,-90.9664
2022-10-10,-92.4628
2022-10-07,-91.0608
2022-10-06,-53.8854
2022-10-05,-9.7468
2022-10-04,-25.3521
2022-10-03,-68.5807
2022-09-30,-97.8836
2022-09-29,-77.9394
2022-09-28,-64.2424
2022-09-27,-91.6667
2022-09-26,-96.6948
2022-09-23,-89.5135
2022-09-22,-79.3296
2022-09-21,-84.6369
2022-09-20,-65.5028
2022-09-19,-45.5307
2022-09-16,-51.9553
2022-09-15,-90.3120
2022-09-14,-70.0637
2022-09-13,-79.4055
2022-09-12,-14.7860
2022-09-09,-63.1646
2022-09-08,-73.1123
2022-09-07,-83.8052
2022-09-06,-95.7143
2022-09-02,-94.8162
2022-09-01,-83.4483
2022-08-31,-99.5430
2022-08-30,-97.1144
2022-08-29,-92.4258
2022-08-26,-99.5556
2022-08-25,-72.8261
2022-08-24,-83.0163
2022-08-23,-51.1111
2022-08-22,-37.0841
2022-08-19,-9.4912
2022-08-18,-0.5000
2022-08-17,-6.7240
2022-08-16,-9.8182
2022-08-15,-4.1124
2022-08-12,-1.5319
2022-08-11,-12.3597
2022-08-10,-5.8426
2022-08-09,-38.6482
2022-08-08,-12.8250
2022-08-05,-7.2321
2022-08-04,-17.0861
2022-08-03,-6.7512
2022-08-02,-12.6797
2022-08-01,-8.7186
2022-07-29,-62.7141
2022-07-28,-73.6977
2022-07-27,-74.3408
2022-07-26,-81.0289
2022-07-25,-79.2326
2022-07-22,-81.3620
2022-07-21,-87.9331
2022-07-20,-89.6820
2022-07-19,-77.6678
2022-07-18,-54.5985
2022-07-15,-28.4672
2022-07-14,-45.6989
2022-07-13,-76.8521
2022-07-12,-55.9932
2022-07-11,-35.5093
2022-07-08,-41.4744
2022-07-07,-37.4226
2022-07-06,-68.3737
2022-07-05,-73.5509
2022-07-01,-26.8465
2022-06-30,-26.2273
2022-06-29,-30.4732
2022-06-28,-20.3008
2022-06-27,-9.3807
2022-06-24,-3.2563
2022-06-23,-31.7460
2022-06-22,-57.4874
2022-06-21,-50.6417
2022-06-17,-81.7340
2022-06-16,-82.5889
2022-06-15,-69.9180
2022-06-14,-82.1331
2022-06-13,-87.6937
2022-06-10,-90.0844
2022-06-09,-66.3075
2022-06-08,-32.8559
2022-06-07,-13.6268
2022-06-06,-12.0836
2022-06-03,-8.3400
2022-06-02,-2.1807
2022-06-01,-7.0887
2022-05-31,-7.0563
2022-05-27,-3.3674
2022-05-26,-11.7741
2022-05-25,-31.6627
2022-05-24,-36.3564
2022-05-23,-57.2792
2022-05-20,-78.6794
2022-05-19,-87.6258
2022-05-18,-54.6278
2022-05-17,-0.0000
2022-05-16,-18.3168
2022-05-13,-34.6810
2022-05-12,-43.5250
2022-05-11,-70.6886
2022-05-10,-91.1560
2022-05-09,-42.0935
2022-05-06,-24.4989
2022-05-05,-47.3293
2022-05-04,-40.7643
2022-05-03,-85.1683
2022-05-02,-55.6675
2022-04-29,-59.1437
2022-04-28,-37.5535
2022-04-27,-40.1886
2022-04-26,-33.5298
2022-04-25,-16.3819
2022-04-22,-21.3907
2022-04-21,-11.9623
2022-04-20,-8.4642
2022-04-19,-32.9114
2022-04-18,-80.0633
2022-04-14,-73.8924
2022-04-13,-82.3529
2022-04-12,-94.7109
2022-04-11,-97.2464
2022-04-08,-84.2520
2022-04-07,-71.3386
2022-04-06,-63.2933
2022-04-05,-79.3561
2022-04-04,-53.2197
2022-04-01,-51.5845
2022-03-31,-45.6036
2022-03-30,-14.1580
2022-03-29,-11.0701
2022-03-28,-0.3623
2022-03-25,-0.5737
2022-03-24,-6.9454
2022-03-23,-20.4111
2022-03-22,-9.6386
2022-03-21,-23.2459
2022-03-18,-2.7222
2022-03-17,-6.8021
2022-03-16,-23.0565
2022-03-15,-41.3293
2022-03-14,-57.6194
2022-03-11,-57.3578
2022-03-10,-52.2564
2022-03-09,-22.2863
2022-03-08,-27.9497
2022-03-07,-20.1759
2022-03-04,-8.5480
2022-03-03,-26.5222
2022-03-02,-56.5778
2022-03-01,-80.2642
2022-02-28,-73.2659
2022-02-25,-66.2262
2022-02-24,-82.1972
2022-02-23,-98.6488
2022-02-22,-91.1373
2022-02-18,-94.3344
2022-02-17,-99.0232
2022-02-16,-89.6345
2022-02-15,-89.2134
2022-02-14,-86.6098
2022-02-11,-69.0214
2022-02-10,-52.0626
2022-02-09,-14.6515
2022-02-08,-25.6046
2022-02-07,-15.0190
2022-02-04,-11.4172
2022-02-03,-6.7275
2022-02-02,-2.2826
2022-02-01,-13.7418
2022-01-31,-28.6546
2022-01-28,-21.5786
2022-01-27,-36.6436
2022-01-26,-23.4047
2022-01-25,-9.4049
2022-01-24,-61.4641
2022-01-21,-83.2321
2022-01-20,-72.7009
2022-01-19,-74.6311
2022-01-18,-65.0738
2022-01-14,-56.1490
2022-01-13,-52.2839
2022-01-12,-60.5060
2022-01-11,-65.5657
2022-01-10,-67.5778
2022-01-07,-60.1633
2022-01-06,-54.1009
2022-01-05,-27.2603
2022-01-04,-15.6275
2022-01-03,-2.1992
2021-12-31,-12.9252
2021-12-30,-4.2221
2021-12-29,-7.1488
2021-12-28,-5.3442
2021-12-27,-0.2762
2021-12-23,-3.2448
2021-12-22,-0.4444
2021-12-21,-4.2782
2021-12-20,-18.4364
2021-12-17,-13.4199
2021-12-16,-7.6499
2021-12-15,-25.3136
2021-12-14,-17.9019
2021-12-13,-30.9685
2021-12-10,-13.9640
2021-12-09,-4.0469
2021-12-08,-4.0816
2021-12-07,-6.6489
2021-12-06,-18.8164
2021-12-03,-15.2475
2021-12-02,-53.6634
2021-12-01,-53.2673
2021-11-30,-52.4345
2021-11-29,-29.6429
2021-11-26,-79.4408
2021-11-24,-76.6645
2021-11-23,-77.9006
2021-11-22,-83.3982
2021-11-19,-90.0502
2021-11-18,-94.8524
2021-11-17,-94.7461
2021-11-16,-96.5663
2021-11-15,-80.1180
2021-11-12,-65.8315
2021-11-11,-45.0476
2021-11-10,-45.8409
2021-11-09,-35.8456
2021-11-08,-3.7567
2021-11-05,-2.9748
2021-11-04,-59.8971
2021-11-03,-66.6835
2021-11-02,-87.2430
2021-11-01,-87.2137
2021-10-29,-97.6378
2021-10-28,-93.9961
2021-10-27,-99.1972
2021-10-26,-97.1684
2021-10-25,-94.3859
2021-10-22,-93.0765
2021-10-21,-98.6342
2021-10-20,-57.5758
2021-10-19,-56.0606
2021-10-18,-50.1873
2021-10-15,-21.9243
2021-10-14,-41.1672
2021-10-13,-69.8667
2021-10-12,-57.8452
2021-10-11,-37.3431
2021-10-08,-29.0795
2021-10-07,-43.8285
2021-10-06,-33.1814
2021-10-05,-22.7454
2021-10-04,-14.4717
2021-10-01,-5.8088
2021-09-30,-21.0526
2021-09-29,-10.4895
2021-09-28,-32.1077
2021-09-27,-8.0350
2021-09-24,-24.1546
2021-09-23,-40.0598
2021-09-22,-71.9267
2021-09-21,-97.1168
2021-09-20,-78.1740
2021-09-17,-96.6790
2021-09-16,-78.7524
2021-09-15,-63.7427
2021-09-14,-84.2857
2021-09-13,-70.8122
2021-09-10,-99.4924
2021-09-09,-94.5347
2021-09-08,-67.9641
2021-09-07,-90.6059
2021-09-03,-53.5433
2021-09-02,-25.3406
2021-09-01,-43.9678
2021-08-31,-33.4750
2021-08-30,-70.4202
2021-08-27,-66.3093
2021-08-26,-75.9571
2021-08-25,-59.4181
2021-08-24,-59.7243
2021-08-23,-63.0934
2021-08-20,-70.9035
2021-08-19,-87.5957
2021-08-18,-98.1609
2021-08-17,-38.8235
2021-08-16,-4.0369
2021-08-13,-9.5954
2021-08-12,-2.0121
2021-08-11,-23.5239
2021-08-10,-42.9281
2021-08-09,-46.2916
2021-08-06,-15.6010
2021-08-05,-44.1648
2021-08-04,-44.3936
2021-08-03,-12.4752
2021-08-02,-56.2701
2021-07-30,-45.4592
